,id,namesFormula,EC,deltaMass
4682,R05591,C00180 -> C09814,['3.5.5.1'],19.0
4683,R05593,C06714 -> C09825,['3.7.1.21'],18.0153
4684,R05594,C06714 -> C09821,['3.7.1.21'],36.0305
4685,R05595,C00877 -> C05116,"['1.1.1.35', '1.1.1.211', '5.3.3.8', '4.2.1.17']",18.0153
4686,R05596,C09814 -> C09815,['4.2.1.84'],18.0153
4687,R05597,C06322 -> C06749,['4.2.1.100'],18.0152
4688,R05598,C01455 -> C09816,['4.1.99.11'],116.0722
4689,R05598,C00122 -> C09816,['4.1.99.11'],92.1384
4690,R05604,C00310 -> C01904,['1.1.1.11'],2.0159
4691,R05605,C00022 -> C04442,"['4.1.2.14', '4.1.2.55', '4.1.3.42']",170.0578
4692,R05605,C00118 -> C04442,"['4.1.2.14', '4.1.2.55', '4.1.3.42']",88.0621
4693,R05606,C00204 -> C00514,['4.2.1.8'],18.0153
4694,R05607,C01096 -> C05345,['1.1.1.140'],2.0159
4695,R05608,C00679 -> C00879,['4.2.1.42'],18.0153
4696,R05614,C00019 -> C00021,"['2.1.1.222', '2.1.1.64']",14.0266
4697,R05614,C05815 -> C17569,"['2.1.1.222', '2.1.1.64']",14.0266
4698,R05618,C02139 -> C05306,['3.1.1.14'],278.5157
4699,R05618,C01389 -> C05306,['3.1.1.14'],596.958
4700,R05621,C00180 -> C06321,['1.14.12.10'],34.0147
4701,R05622,C00180 -> C06321,['1.14.12.10'],34.0147
4702,R05623,C00565 -> C01104,['1.14.13.148'],15.9994
4703,R05626,C17556 -> C17558,['2.7.1.66'],79.9799
4704,R05627,C04574 -> C17556,['3.6.1.27'],79.9799
4705,R05629,C04851 -> C17556,['2.7.8.13'],825.755
4706,R05629,C00105 -> C04702,['2.7.8.13'],825.755
4707,R05629,C04702 -> C04851,['2.7.8.13'],523.1011
4708,R05630,C00105 -> C04882,['2.7.8.13'],869.7645
4709,R05630,C05897 -> C17556,['2.7.8.13'],869.7645
4710,R05631,C00015 -> C00203,['2.4.1.79'],203.1925
4711,R05632,C03012 -> C03203,"['1.14.13.1', '1.14.13.135']",28.0101
4712,R05633,C11434 -> C11435,"['2.7.7.60', '4.6.1.12']",305.1812
4713,R05634,C11435 -> C11436,['2.7.1.148'],79.9799
4714,R05636,C00118 -> C11437,['2.2.1.7'],44.0526
4715,R05637,C11436 -> C11453,"['2.7.7.60', '4.6.1.12']",323.1965
4716,R05637,C00055 -> C11436,"['2.7.7.60', '4.6.1.12']",278.0909
4717,R05639,C05108 -> C11455,['1.3.1.70'],2.0159
4718,R05640,C01724 -> C11455,['1.14.13.70'],16.0425
4719,R05641,C01694 -> C05440,['1.3.1.71'],2.0159
4720,R05643,C01606 -> C03057,['1.2.1.78'],15.9994
4721,R05644,C06397 -> C07838,"['2.7.7.70', '2.7.1.167']",329.2059
4722,R05645,C05382 -> C07836,['5.3.1.28'],0.0
4723,R05646,C07836 -> C11472,"['2.7.7.70', '2.7.1.167']",79.9799
4724,R05647,C07838 -> C11472,"['3.1.3.83', '3.1.3.82']",79.9799
4725,R05651,C00094 -> C00593,['2.3.3.15'],42.0367
4726,R05651,C00227 -> C00593,['2.3.3.15'],15.9161
4727,R05652,C00022 -> C00041,['2.6.1.77'],1.0311
4728,R05652,C00245 -> C00593,['2.6.1.77'],1.0311
4729,R05659,C00691 -> C06891,['4.2.1.44'],18.0153
4730,R05661,C06892 -> C06893,['2.7.1.92'],79.9799
4731,R05662,C04851 -> C05893,['2.4.1.227'],203.1926
4732,R05662,C00015 -> C00043,['2.4.1.227'],203.1925
4733,R05663,C07214 -> C07215,"['1.2.1.7', '1.2.1.28']",15.9994
4734,R05664,C07209 -> C07211,"['1.2.1.7', '1.2.1.28']",15.9994
4735,R05665,C06720 -> C07211,['1.14.12.10'],34.0147
4736,R05666,C01455 -> C01468,['1.18.1.3'],15.9994
4737,R05676,C00019 -> C00021,['2.1.1.38'],14.0266
4738,R05676,C07031 -> C07032,['2.1.1.38'],14.0265
4739,R05678,C07287 -> C07288,['1.1.1.260'],2.0158
4740,R05679,C00111 -> C00623,['1.1.1.261'],2.0159
4741,R05680,C00111 -> C00623,['1.1.1.261'],2.0159
4742,R05681,C06055 -> C07335,['1.1.1.262'],2.0159
4743,R05682,C06485 -> C07326,['1.1.1.263'],2.0159
4744,R05683,C00770 -> C01062,"['1.1.1.366', '1.1.1.264']",2.0159
4745,R05684,C00770 -> C01062,['1.1.1.264'],2.0159
4746,R05685,C07328 -> C07329,['1.1.1.265'],2.0159
4747,R05686,C07328 -> C07329,['1.1.1.265'],2.0159
4748,R05687,C07277 -> C11907,['1.1.1.266'],2.0159
4749,R05688,C11434 -> C11437,['1.1.1.267'],2.0159
4750,R05689,C11496 -> C11497,['1.1.1.268'],2.0159
4751,R05690,C11497 -> C11498,['1.1.1.269'],2.0159
4752,R05691,C04453 -> C08825,['1.1.1.270'],2.0159
4753,R05692,C00325 -> C01222,['1.1.1.271'],2.0159
4754,R05693,C05528 -> C11499,['1.1.1.310'],2.0158
4755,R05695,C00212 -> C11501,['1.1.3.39'],13.9835
4756,R05696,C00212 -> C11500,['1.1.3.39'],2.0159
4757,R05697,C11500 -> C11501,['1.1.3.39'],15.9994
4758,R05698,C00159 -> C00392,['1.1.3.40'],2.0159
4759,R05699,C00755 -> C06672,['1.2.1.67'],15.9994
4760,R05700,C01494 -> C02666,['1.2.1.68'],15.9994
4761,R05701,C01494 -> C02666,['1.2.1.68'],15.9994
4762,R05702,C00371 -> C02029,['1.3.1.69'],2.0159
4763,R05703,C01189 -> C05439,['1.3.1.72'],2.0158
4764,R05704,C00037 -> C01326,['1.4.99.5'],48.0413
4765,R05705,C00061 -> C01847,"['1.16.1.3', '1.5.1.39', '1.5.1.41', '1.5.1.42']",2.0159
4766,R05706,C00061 -> C01847,"['1.5.1.39', '1.5.1.38']",2.0159
4767,R05707,C00255 -> C01007,"['1.3.1.24', '1.5.1.41', '1.5.1.30']",2.0159
4768,R05708,C04083 -> C07330,['1.5.99.12'],119.1273
4769,R05708,C00147 -> C04083,['1.5.99.12'],68.117
4770,R05711,C00292 -> C03764,['1.7.1.6'],132.1625
4771,R05711,C03764 -> C04203,['1.7.1.6'],89.0947
4772,R05713,C03576 -> C11497,['1.8.1.5'],56.0633
4773,R05714,C00051 -> C00920,['1.8.1.10'],765.5182
4774,R05714,C00010 -> C00920,['1.8.1.10'],305.3076
4775,R05715,C06717 -> C11502,['1.8.1.15'],484.4754
4776,R05716,C06717 -> C11502,['1.8.1.15'],484.4754
4777,R05718,C01595 -> C07338,['1.13.11.45'],31.9988
4778,R05719,C05653 -> C11503,['1.13.11.47'],3.9887
4779,R05720,C06332 -> C11504,['1.13.11.48'],3.9887
4780,R05722,C02060 -> C07343,['1.14.11.18'],15.9994
4781,R05723,C01617 -> C05906,['1.14.11.19'],2.0159
4782,R05727,C06526 -> C07344,['1.14.13.67'],15.9994
4783,R05728,C03742 -> C04353,['1.14.13.68'],2.0159
4784,R05729,C11505 -> C11506,['1.14.13.69'],15.9994
4785,R05730,C11505 -> C11507,['1.14.13.69'],15.9994
4786,R05731,C01943 -> C11508,['1.14.13.70'],16.0425
4787,R05732,C05176 -> C05202,['1.14.13.71'],15.9994
4788,R05733,C04814 -> C11509,['1.14.13.72'],2.0159
4789,R05734,C04840 -> C11509,['1.14.13.72'],15.9994
4790,R05735,C00164 -> C00207,['6.4.1.6'],44.0095
4791,R05736,C04530 -> C04814,['1.14.13.72'],15.9994
4792,R05737,C04814 -> C11509,['1.14.13.72'],2.0159
4793,R05738,C04840 -> C11509,['1.14.13.72'],15.9994
4794,R05739,C00114 -> C07345,['1.14.15.7'],15.9994
4795,R05740,C01595 -> C07289,['1.14.99.33'],2.0159
4796,R05742,C07347 -> C07348,['1.14.99.35'],15.9994
4797,R05744,C00406 -> C01494,['6.2.1.34'],749.5188
4798,R05744,C00010 -> C00406,['6.2.1.34'],176.1687
4799,R05745,C07111 -> C11348,['1.17.99.2'],15.9994
4800,R05748,C07294 -> C07295,['1.20.4.2'],15.9994
4801,R05749,C01852 -> C07307,['4.3.3.4'],135.1631
4802,R05749,C03758 -> C07307,['4.3.3.4'],370.3512
4803,R05750,C01852 -> C07304,['4.3.3.3'],135.1631
4804,R05750,C03758 -> C07304,['4.3.3.3'],370.3512
4805,R05753,C06789 -> C06790,['1.97.1.8'],34.4451
4806,R05754,C00019 -> C00021,['2.1.1.136'],14.0266
4807,R05754,C07098 -> C11510,['2.1.1.136'],14.0266
4808,R05755,C00019 -> C00021,['2.1.1.137'],14.0266
4809,R05756,C00019 -> C00021,['2.1.1.137'],14.0266
4810,R05756,C07295 -> C07308,['2.1.1.137'],14.0266
4811,R05757,C00019 -> C00021,['2.1.1.139'],14.0266
4812,R05757,C02079 -> C07349,['2.1.1.139'],14.0265
4813,R05758,C00036 -> C11511,['4.3.1.16'],17.0305
4814,R05759,C00019 -> C00021,['2.1.1.141'],14.0266
4815,R05759,C08491 -> C11512,['2.1.1.141'],14.0266
4816,R05760,C00019 -> C00021,['2.1.1.142'],14.0266
4817,R05760,C01902 -> C11513,['2.1.1.142'],14.0266
4818,R05761,C03576 -> C11496,['4.4.1.23'],58.0792
4819,R05761,C11496 -> C11506,['4.4.1.23'],142.1973
4820,R05762,C11498 -> C11507,['4.4.1.23'],142.1973
4821,R05762,C03576 -> C11498,['4.4.1.23'],58.0792
4822,R05763,C00019 -> C00021,['2.1.1.144'],14.0266
4823,R05763,C02341 -> C11514,['2.1.1.144'],14.0266
4824,R05764,C00019 -> C00021,['2.1.1.145'],14.0266
4825,R05764,C02341 -> C11515,['2.1.1.145'],14.0266
4826,R05765,C00341 -> C06308,"['4.2.3.120', '4.2.3.119']",177.9751
4827,R05766,C00341 -> C06307,"['4.2.3.120', '4.2.3.119']",177.9751
4828,R05767,C00092 -> C00689,['2.4.1.216'],162.1406
4829,R05768,C00197 -> C11516,['2.4.1.217'],162.1406
4830,R05768,C00096 -> C11516,['2.4.1.217'],257.1433
4831,R05768,C00035 -> C00096,['2.4.1.217'],162.1406
4832,R05769,C00530 -> C06186,['2.4.1.218'],162.1406
4833,R05769,C00015 -> C00029,['2.4.1.218'],162.1406
4834,R05771,C11519 -> C11520,['4.2.1.103'],18.0153
4835,R05772,C00406 -> C07303,"['4.2.1.101', '4.1.2.41']",18.0153
4836,R05773,C00024 -> C07303,"['4.2.1.101', '4.1.2.41']",152.1473
4837,R05773,C00755 -> C07303,"['4.2.1.101', '4.1.2.41']",809.5708
4838,R05774,C00593 -> C05528,['4.1.1.79'],44.0095
4839,R05775,C00029 -> C11521,['3.13.1.1'],64.0638
4840,R05776,C00019 -> C00021,['2.1.1.143'],14.0266
4841,R05776,C11522 -> C11523,['2.1.1.143'],14.0266
4842,R05778,C01179 -> C11527,['1.13.11.46'],12.0107
4843,R05779,C01204 -> C11526,['3.6.1.52'],79.9799
4844,R05781,C01596 -> C07272,['3.5.2.16'],18.0153
4845,R05783,C01983 -> C07301,['3.5.1.86'],0.9847
4846,R05784,C07271 -> C07276,['3.3.2.8'],18.0153
4847,R05789,C11536 -> C11537,['3.1.3.71'],79.9799
4848,R05790,C11516 -> C11544,['3.1.3.70'],79.9799
4849,R05791,C10517 -> C11546,['3.1.3.69'],79.9799
4850,R05798,C00053 -> C00054,"['2.8.2.29', '2.8.2.30', '2.8.2.23']",80.0632
4851,R05799,C01204 -> C11174,['2.7.4.24'],79.9799
4852,R05800,C01245 -> C11555,"['2.7.1.151', '2.7.1.140']",79.9799
4853,R05801,C01284 -> C11555,"['2.7.1.151', '2.7.1.140']",79.9799
4854,R05804,C00031 -> C00092,['2.7.1.147'],79.9799
4855,R05805,C00085 -> C00354,"['2.7.1.147', '2.7.1.146']",79.9799
4856,R05807,C05778 -> C11538,['4.99.1.3'],56.9174
4857,R05808,C00019 -> C00021,"['2.1.1.130', '2.1.1.151', '2.1.1.131']",14.0266
4858,R05808,C11538 -> C17401,"['2.1.1.130', '2.1.1.151', '2.1.1.131']",14.0265
4859,R05809,C00019 -> C00021,"['2.1.1.130', '2.1.1.131', '3.7.1.12']",14.0266
4860,R05809,C11539 -> C11540,"['2.1.1.130', '2.1.1.131', '3.7.1.12']",14.0266
4861,R05810,C00019 -> C00021,"['2.1.1.271', '2.1.1.133']",14.0266
4862,R05810,C11540 -> C16242,"['2.1.1.271', '2.1.1.133']",14.0266
4863,R05812,C11542 -> C11543,"['1.3.1.54', '1.3.1.106']",2.0159
4864,R05813,C00019 -> C00021,"['2.1.1.196', '2.1.1.289']",14.0266
4865,R05813,C11543 -> C11545,"['2.1.1.196', '2.1.1.289']",15.9563
4866,R05814,C05773 -> C11545,"['5.4.99.60', '5.4.99.61']",0.0
4867,R05815,C05773 -> C06504,"['6.3.5.9', '6.3.5.11']",1.9696
4868,R05815,C00025 -> C00064,"['6.3.5.9', '6.3.5.11']",0.9848
4869,R05817,C00500 -> C05786,['1.3.7.5'],4.0317
4870,R05818,C00500 -> C11630,['1.3.7.2'],2.0158
4871,R05819,C05912 -> C11630,['1.3.7.3'],2.0159
4872,R05820,C00794 -> C01096,['2.7.1.69'],79.9799
4873,R05821,C00294 -> C11631,['1.1.3.28'],13.9835
4874,R05822,C01993 -> C11631,['1.1.3.28'],15.9994
4875,R05823,C02780 -> C06473,['1.1.1.274'],2.0159
4876,R05824,C03677 -> C11679,['3.2.1.105'],0.0
4877,R05825,C00132 -> C11632,['3.1.1.78'],318.3691
4878,R05825,C11632 -> C11633,['3.1.1.78'],58.0361
4879,R05827,C11634 -> C11635,['1.1.1.273'],2.0159
4880,R05828,C09239 -> C11635,['1.14.13.91'],15.9994
4881,R05830,C02793 -> C05849,['1.1.4.2'],2.0159
4882,R05831,C00312 -> C00379,['1.1.1.15'],2.0159
4883,R05832,C01512 -> C11636,['1.14.13.74'],15.9994
4884,R05833,C01512 -> C01957,['1.3.3.9'],2.0159
4885,R05834,C00019 -> C00021,['2.1.1.50'],14.0266
4886,R05834,C01852 -> C01957,['2.1.1.50'],14.0266
4887,R05835,C00695 -> C01921,['3.5.1.24'],57.0513
4888,R05835,C00037 -> C01921,['3.5.1.24'],390.5561
4889,R05837,C06055 -> C11638,['1.1.1.262'],46.0254
4890,R05838,C00627 -> C11638,['2.6.99.2'],80.0846
4891,R05839,C00026 -> C00217,['2.6.1.54'],1.0312
4892,R05839,C00250 -> C00534,['2.6.1.54'],1.0311
4893,R05841,C00582 -> C05598,"['2.3.1.192', '2.3.1.13']",692.4676
4894,R05841,C00010 -> C00582,"['2.3.1.192', '2.3.1.13']",118.1327
4895,R05841,C00037 -> C05598,"['2.3.1.192', '2.3.1.13']",118.1326
4896,R05842,C01380 -> C06548,['3.3.2.10'],18.0152
4897,R05844,C03309 -> C11678,['3.2.1.105'],0.0
4898,R05845,C11678 -> C11679,['3.2.1.105'],17.0074
4899,R05846,C03677 -> C11680,['3.2.1.105'],1.0079
4900,R05850,C00231 -> C01101,['5.1.3.4'],0.0
4901,R05855,C09244 -> C11643,['1.14.13.73'],15.9994
4902,R05857,C01091 -> C02673,['1.14.11.20'],15.9994
4903,R05861,C00022 -> C00133,"['1.4.3.19', '1.4.3.3']",1.0311
4904,R05862,C00213 -> C00218,['1.4.3.19'],58.0361
4905,R05862,C00048 -> C00213,['1.4.3.19'],15.0577
4906,R05863,C00048 -> C11735,['1.4.3.19'],29.0843
4907,R05863,C00797 -> C11735,['1.4.3.19'],58.0361
4908,R05864,C06762 -> C11354,"['4.2.1.132', '4.2.1.80']",18.0153
4909,R05865,C06760 -> C11354,['3.7.1.9'],28.0101
4910,R05865,C00058 -> C06760,['3.7.1.9'],110.1106
4911,R05876,C00010 -> C00024,['2.3.1.160'],42.0367
4912,R05876,C11633 -> C11807,['2.3.1.160'],42.0367
4913,R05877,C01761 -> C11807,['1.14.13.75'],15.9994
4914,R05878,C01761 -> C11808,['1.5.1.32'],2.0159
4915,R05879,C11808 -> C11809,['1.3.1.73'],2.0158
4916,R05880,C00033 -> C11809,['3.1.1.80'],294.3907
4917,R05880,C11809 -> C11810,['3.1.1.80'],42.0366
4918,R05882,C01761 -> C02074,['2.4.1.219'],162.1406
4919,R05882,C00015 -> C00029,['2.4.1.219'],162.1406
4920,R05884,C00129 -> C11811,['1.17.1.2'],15.9994
4921,R05885,C00019 -> C00021,['2.1.1.94'],14.0266
4922,R05885,C11643 -> C11675,['2.1.1.94'],14.0265
4923,R05887,C07307 -> C11813,['4.3.3.4'],32.0418
4924,R05889,C07304 -> C11814,['4.3.3.3'],32.0418
4925,R05969,C00043 -> C00105,['2.7.8.15'],283.1724
4926,R06046,C02970 -> C04150,['2.4.1.199'],162.1406
4927,R06047,C01289 -> C04830,['2.4.1.188'],162.1406
4928,R06047,C00015 -> C00029,['2.4.1.188'],162.1406
4929,R06048,C05658 -> C08481,['2.4.1.220'],162.1406
4930,R06048,C00015 -> C00029,['2.4.1.220'],162.1406
4931,R06117,C11383 -> C11409,['1.1.1.275'],2.0158
4932,R06119,C06099 -> C11409,['1.14.13.80'],15.9994
4933,R06120,C00341 -> C06099,['4.2.3.20'],177.9751
4934,R06126,C00065 -> C11822,['1.1.1.276'],2.0159
4935,R06154,C00067 -> C00218,['1.4.3.21'],1.0311
4936,R06166,C05479 -> C11825,['1.1.1.277'],2.0159
4937,R06171,C00084 -> C05519,"['4.1.2.49', '4.1.2.5']",75.0666
4938,R06171,C00037 -> C05519,"['4.1.2.49', '4.1.2.5']",44.0526
4939,R06178,C04574 -> C11826,['2.4.1.129'],1897.9757
4940,R06178,C05893 -> C11826,['2.4.1.129'],949.008
4941,R06180,C00898 -> C03459,"['1.1.1.83', '4.1.1.73', '1.1.1.93']",2.0158
4942,R06223,C00448 -> C00751,['2.5.1.21'],28.3919
4943,R06265,C04536 -> C11829,['1.14.13.81'],15.9994
4944,R06266,C11829 -> C11830,['1.14.13.81'],2.0159
4945,R06267,C11830 -> C11831,['1.14.13.81'],2.0159
4946,R06272,C02139 -> C11832,['1.3.1.75'],2.0159
4947,R06282,C02139 -> C02880,['1.3.7.7'],2.0159
4948,R06284,C02139 -> C05306,['2.5.1.62'],278.5157
4949,R06286,C11831 -> C11832,['1.3.1.33'],2.0159
4950,R06291,C06090 -> C11872,['1.14.13.78'],15.9994
4951,R06292,C11872 -> C11873,['1.14.13.78'],2.0159
4952,R06293,C11873 -> C11874,['1.14.13.78'],15.9994
4953,R06294,C11874 -> C11875,['1.14.13.79'],15.9994
4954,R06295,C06093 -> C11875,['1.14.13.79'],2.0159
4955,R06296,C11875 -> C11876,['1.14.13.79'],15.9994
4956,R06297,C06093 -> C11857,['1.14.13.79'],15.9994
4957,R06298,C00353 -> C11901,"['4.2.3.131', '5.5.1.12', '4.2.3.32', '4.2.3.44', '4.2.3.18']",0.0
4958,R06301,C11878 -> C11901,"['5.5.1.12', '4.2.3.18']",177.9751
4959,R06302,C11879 -> C11901,"['5.5.1.12', '4.2.3.32']",177.9751
4960,R06303,C11880 -> C11901,"['4.2.3.132', '5.5.1.12', '4.2.3.32']",177.9751
4961,R06304,C11881 -> C11901,"['5.5.1.12', '4.2.3.32']",177.9751
4962,R06305,C00353 -> C11894,['4.2.3.17'],177.9751
4963,R06306,C11894 -> C11895,['1.14.99.37'],15.9994
4964,R06307,C00010 -> C00024,['2.3.1.162'],42.0367
4965,R06307,C11895 -> C11896,['2.3.1.162'],42.0367
4966,R06308,C11895 -> C11897,['1.14.13.77'],15.9994
4967,R06309,C11896 -> C11898,['1.14.13.76'],15.9994
4968,R06310,C00010 -> C00512,['2.3.1.166'],104.1061
4969,R06310,C11700 -> C11899,['2.3.1.166'],104.106
4970,R06311,C11700 -> C11900,['2.3.1.167'],42.0367
4971,R06311,C00010 -> C00024,['2.3.1.167'],42.0367
4972,R06312,C00353 -> C11902,"['4.2.3.42', '5.5.1.14']",0.0
4973,R06313,C11890 -> C11902,"['5.5.1.14', '4.2.3.42']",159.9598
4974,R06314,C11891 -> C11902,"['5.5.1.14', '4.2.3.42']",177.9751
4975,R06315,C11892 -> C11902,"['5.5.1.14', '4.2.3.42']",177.9751
4976,R06322,C11857 -> C11860,['1.14.11.12'],15.9994
4977,R06323,C11860 -> C11861,['1.14.11.12'],2.0159
4978,R06326,C11861 -> C11863,['1.14.11.12'],30.0259
4979,R06336,C11863 -> C11864,['1.14.11.15'],15.9994
4980,R06337,C11863 -> C11865,['1.14.11.13'],15.9994
4981,R06338,C11864 -> C11868,['1.14.11.13'],15.9994
4982,R06342,C11868 -> C11869,['1.14.11.13'],2.0159
4983,R06343,C11854 -> C11865,['1.14.11.13'],2.0159
4984,R06344,C06096 -> C11855,['1.14.11.13'],2.0159
4985,R06345,C03579 -> C11870,['1.14.11.13'],2.0159
4986,R06351,C11878 -> C11882,['1.14.13.108'],15.9994
4987,R06354,C11882 -> C11887,['1.14.13.109'],2.0159
4988,R06357,C06087 -> C11887,['1.2.1.74'],15.9994
4989,R06361,C00956 -> C05557,['2.3.1.164'],198.2422
4990,R06364,C00055 -> C00570,"['2.7.8.2', '2.7.8.1']",123.0477
4991,R06366,C02576 -> C11924,['1.2.1.3'],15.9994
4992,R06372,C11383 -> C11412,['1.3.99.25'],2.0158
4993,R06373,C01767 -> C11398,['1.3.99.25'],2.0158
4994,R06376,C11396 -> C11398,['1.1.1.296'],2.0159
4995,R06377,C11411 -> C11412,['1.1.1.296'],2.0159
4996,R06378,C11397 -> C11398,['1.1.1.296'],2.0159
4997,R06379,C11410 -> C11412,['1.1.1.296'],2.0159
4998,R06382,C11399 -> C11401,['1.1.1.296'],2.0159
4999,R06383,C11413 -> C11415,['1.1.1.296'],2.0159
5000,R06384,C11400 -> C11401,['1.1.1.296'],2.0159
5001,R06385,C11415 -> C11416,['1.1.1.296'],2.0159
5002,R06386,C11398 -> C11402,['1.14.13.105'],15.9994
5003,R06387,C11412 -> C11414,['1.14.13.105'],15.9994
5004,R06388,C11401 -> C11403,['1.14.13.105'],15.9994
5005,R06389,C11415 -> C11418,['1.14.13.105'],15.9994
5006,R06390,C11402 -> C11404,['3.1.1.83'],18.0153
5007,R06391,C11403 -> C11406,['3.1.1.83'],18.0153
5008,R06392,C11414 -> C11417,['3.1.1.83'],18.0153
5009,R06393,C11418 -> C11420,['3.1.1.83'],18.0153
5010,R06398,C06099 -> C07271,['1.14.13.107'],15.9994
5011,R06399,C07276 -> C11937,['1.1.1.297'],2.0159
5012,R06400,C11937 -> C19079,['1.14.13.105'],15.9994
5013,R06411,C11946 -> C11947,"['1.1.1.35', '5.3.3.8', '4.2.1.17', '5.1.2.3']",18.0153
5014,R06412,C11945 -> C11947,"['1.1.1.35', '5.3.3.8', '4.2.1.17', '5.1.2.3']",18.0153
5015,R06417,C02485 -> C11951,['1.3.1.82'],2.0158
5016,R06419,C00843 -> C09893,['1.3.1.81'],2.0159
5017,R06420,C09893 -> C11952,['1.3.1.81'],2.0159
5018,R06421,C00341 -> C11393,"['4.2.3.108', '4.2.3.111']",159.9598
5019,R06422,C09844 -> C11393,['4.2.3.108'],0.0
5020,R06423,C00025 -> C00026,['2.6.1.89'],1.0312
5021,R06423,C11908 -> C11925,['2.6.1.89'],1.0311
5022,R06424,C11907 -> C11908,['5.3.2.4'],0.0
5023,R06427,C00019 -> C00021,['2.1.1.234'],14.0266
5024,R06427,C11910 -> C11911,['2.1.1.234'],28.0532
5025,R06432,C00019 -> C00021,['2.1.1.239'],14.0266
5026,R06432,C11920 -> C11921,['2.1.1.239'],14.0265
5027,R06437,C11907 -> C11926,['5.1.3.27'],0.0
5028,R06438,C11912 -> C11926,['1.1.1.364'],2.0159
5029,R06439,C00019 -> C00021,['2.1.1.235'],14.0266
5030,R06439,C11925 -> C11933,['2.1.1.235'],28.0532
5031,R06447,C00129 -> C04574,['2.5.1.31'],681.1702
5032,R06447,C00448 -> C04574,['2.5.1.31'],544.9362
5033,R06450,C12000 -> C12001,['2.4.1.316'],173.2096
5034,R06450,C00363 -> C11933,['2.4.1.316'],173.2096
5035,R06451,C00363 -> C11912,['2.4.1.317'],146.1412
5036,R06451,C12002 -> C12003,['2.4.1.317'],146.1412
5037,R06452,C02400 -> C12003,['2.4.1.318'],144.1684
5038,R06452,C00363 -> C11916,['2.4.1.318'],144.1683
5039,R06456,C00019 -> C00021,['2.1.1.239'],14.0266
5040,R06456,C11991 -> C11992,['2.1.1.239'],14.0265
5041,R06460,C11993 -> C11994,['2.4.1.277'],157.2102
5042,R06460,C00363 -> C11911,['2.4.1.277'],157.2102
5043,R06461,C11997 -> C11998,['2.4.1.277'],157.2102
5044,R06461,C00363 -> C11911,['2.4.1.277'],157.2102
5045,R06462,C11994 -> C11995,['1.14.13.185'],15.9994
5046,R06463,C11994 -> C11996,['1.14.13.185'],15.9994
5047,R06464,C11998 -> C11999,['1.14.13.185'],15.9994
5048,R06466,C01054 -> C08628,"['5.4.99.41', '5.4.99.40', '5.4.99.39', '4.2.1.128']",0.0
5049,R06469,C01054 -> C08616,"['5.4.99.40', '5.4.99.39', '5.4.99.41']",0.0
5050,R06471,C01054 -> C08615,"['5.4.99.40', '5.4.99.39', '5.4.99.41']",0.0
5051,R06502,C06428 -> C12083,['5.3.3.13'],0.0
5052,R06513,C00842 -> C11907,['4.2.1.46'],18.0153
5053,R06514,C00688 -> C11907,['5.1.3.13'],0.0
5054,R06516,C06123 -> C06124,['4.1.2.27'],141.063
5055,R06516,C00346 -> C06124,['4.1.2.27'],238.4088
5056,R06520,C00836 -> C01120,['3.1.3.4'],79.9799
5057,R06521,C00319 -> C06124,['3.1.3.4'],79.9799
5058,R06523,C00448 -> C12142,['4.2.3.21'],177.975
5059,R06525,C00836 -> C12144,['1.14.13.169'],15.9994
5060,R06529,C04122 -> C06509,['6.3.1.10'],1165.2117
5061,R06529,C06507 -> C06509,['6.3.1.10'],137.0743
5062,R06530,C04122 -> C12147,['4.1.1.81'],44.0095
5063,R06531,C00188 -> C12147,['2.7.1.177'],79.9799
5064,R06532,C05906 -> C06562,['1.17.1.3'],15.9994
5065,R06533,C05909 -> C12127,['1.17.1.3'],15.9994
5066,R06534,C00015 -> C00029,['2.4.1.115'],162.1406
5067,R06534,C05904 -> C12137,['2.4.1.115'],162.1406
5068,R06535,C00015 -> C00029,['2.4.1.115'],162.1406
5069,R06535,C05905 -> C08604,['2.4.1.115'],162.1406
5070,R06536,C05908 -> C12138,['2.4.1.115'],162.1406
5071,R06536,C00015 -> C00029,['2.4.1.115'],162.1406
5072,R06537,C01477 -> C01514,"['1.14.13.21', '1.14.13.88']",15.9994
5073,R06538,C00389 -> C05903,"['1.14.13.21', '1.14.13.88']",15.9994
5074,R06539,C02906 -> C10107,['1.14.11.23'],2.0159
5075,R06540,C00974 -> C03648,['1.14.11.19'],2.0159
5076,R06541,C05904 -> C12128,['1.3.1.77'],3.0239
5077,R06542,C05905 -> C09727,['1.3.1.77'],3.0239
5078,R06543,C05908 -> C12136,['1.3.1.77'],3.0239
5079,R06544,C00010 -> C00223,['2.3.1.215'],146.1428
5080,R06544,C08604 -> C12095,['2.3.1.215'],146.1428
5081,R06545,C00010 -> C00223,['2.3.1.215'],146.1428
5082,R06545,C08639 -> C12096,['2.3.1.215'],146.1428
5083,R06546,C00015 -> C00029,['2.4.1.298'],162.1406
5084,R06546,C08604 -> C08639,['2.4.1.298'],162.1406
5085,R06547,C12095 -> C12096,['2.4.1.298'],162.1406
5086,R06547,C00015 -> C00029,['2.4.1.298'],162.1406
5087,R06551,C05911 -> C10192,['1.14.11.22'],2.0159
5088,R06556,C08650 -> C09762,['5.5.1.6'],0.0
5089,R06558,C00035 -> C00044,"['2.7.7.62', '2.7.1.156']",79.9799
5090,R06558,C06508 -> C06509,"['2.7.7.62', '2.7.1.156']",79.9799
